Date,Open,High,Low,Close,Volume
2025-01-02,1117.7099609375,1130.5899658203125,1108.7099609375,1117.81005859375,56904200
2025-01-03,1122.02001953125,1135.699951171875,1118.0899658203125,1130.3900146484375,54175500
2025-01-06,1148.550048828125,1151.6099853515625,1136.6400146484375,1140.510009765625,54135000
2025-01-07,1149.050048828125,1155.1500244140625,1122.199951171875,1122.9300537109375,57726300
2025-01-08,1124.5799560546875,1126.8599853515625,1111.1600341796875,1121.1300048828125,48342400
2025-01-10,1108.5799560546875,1122.06005859375,1105.739990234375,1112.06005859375,59292700
2025-01-13,1101.3900146484375,1117.3499755859375,1099.72998046875,1112.0699462890625,47438400
2025-01-14,1118.6199951171875,1123.75,1104.5400390625,1107.9200439453125,42412100
2025-01-15,1126.4300537109375,1140.8900146484375,1126.4300537109375,1134.0999755859375,45598000
2025-01-16,1136.3399658203125,1157.1099853515625,1131.780029296875,1147.550048828125,50682300
2025-01-17,1158.199951171875,1161.06005859375,1147.77001953125,1149.780029296875,52194500
2025-01-21,1151.469970703125,1155.6800537109375,1117.52001953125,1125.56005859375,42994900
2025-01-22,1125.949951171875,1131.56005859375,1114.969970703125,1115.9599609375,44319400
2025-01-23,1115.6099853515625,1140.0999755859375,1111.010009765625,1139.9000244140625,37207200
2025-01-24,1139.780029296875,1140.6400146484375,1123.1400146484375,1127.31005859375,36253800
2025-01-27,1109.050048828125,1135.1199951171875,1109.050048828125,1121.8499755859375,42475800
2025-01-28,1117.8699951171875,1134.75,1113.989990234375,1122.0799560546875,62895400
2025-01-29,1123.0,1125.18994140625,1111.8399658203125,1118.72998046875,56565100
2025-01-30,1108.0699462890625,1127.489990234375,1108.0699462890625,1123.0999755859375,59274600
2025-01-31,1129.2900390625,1137.6700439453125,1113.6300048828125,1119.31005859375,40132200
2025-02-03,1099.2900390625,1128.9100341796875,1096.6300048828125,1115.06005859375,49142000
2025-02-04,1116.260009765625,1134.0400390625,1116.260009765625,1130.010009765625,54173900
2025-02-05,1111.969970703125,1112.5699462890625,1094.8800048828125,1099.010009765625,109215600
2025-02-06,1110.4200439453125,1145.0400390625,1110.4200439453125,1144.9000244140625,71236400
2025-02-07,1166.6199951171875,1214.0400390625,1166.2099609375,1195.9599609375,122354400
2025-02-10,1221.010009765625,1230.699951171875,1212.260009765625,1224.06005859375,83336000
2025-02-11,1222.8499755859375,1225.010009765625,1205.699951171875,1208.93994140625,94055000
2025-02-12,1189.5899658203125,1242.9000244140625,1187.5899658203125,1242.6400146484375,132781000
2025-02-13,1244.1300048828125,1252.22998046875,1235.2900390625,1249.2099609375,68386200
2025-02-14,1279.4200439453125,1279.4200439453125,1263.800048828125,1272.3299560546875,64032400
2025-02-18,1280.6500244140625,1295.1500244140625,1277.3199462890625,1294.75,61591800
2025-02-19,1291.280029296875,1292.8499755859375,1266.260009765625,1286.31005859375,50372400
2025-02-20,1284.22998046875,1286.0699462890625,1259.81005859375,1273.9000244140625,45823700
2025-02-21,1290.9599609375,1291.550048828125,1235.81005859375,1241.06005859375,54248500
2025-02-24,1242.8399658203125,1242.8399658203125,1218.0999755859375,1231.1400146484375,55381700
2025-02-25,1233.1300048828125,1233.47998046875,1201.300048828125,1216.550048828125,49951700
2025-02-26,1225.800048828125,1239.5699462890625,1221.010009765625,1225.010009765625,31749600
2025-02-27,1227.7900390625,1233.3599853515625,1195.0400390625,1195.7099609375,70108100
2025-02-28,1198.1700439453125,1217.0699462890625,1190.5699462890625,1216.8800048828125,46062900
2025-03-03,1226.81005859375,1235.9200439453125,1191.949951171875,1201.02001953125,46504600
2025-03-04,1179.030029296875,1217.5899658203125,1163.6800537109375,1199.4000244140625,58802500
2025-03-05,1205.8299560546875,1215.469970703125,1191.449951171875,1211.5799560546875,37642100
2025-03-06,1190.5899658203125,1205.0400390625,1167.0,1168.4300537109375,44015000
2025-03-07,1159.800048828125,1178.4200439453125,1147.8800048828125,1173.989990234375,48466200
2025-03-10,1155.8900146484375,1159.260009765625,1113.4599609375,1126.8299560546875,60924900
2025-03-11,1111.3900146484375,1119.510009765625,1075.77001953125,1088.489990234375,72143900
2025-03-12,1106.6300048828125,1106.6300048828125,1076.239990234375,1097.0400390625,44915400
2025-03-13,1097.5699462890625,1097.5699462890625,1063.010009765625,1064.7900390625,44124500
2025-03-14,1083.4300537109375,1101.3199462890625,1081.3900146484375,1100.52001953125,40175900
2025-03-17,1106.2099609375,1135.1800537109375,1104.199951171875,1124.050048828125,44417500
2025-03-18,1118.8299560546875,1120.510009765625,1090.5,1103.6099853515625,43015900
2025-03-19,1109.550048828125,1140.1800537109375,1100.739990234375,1128.77001953125,39528900
2025-03-20,1122.3599853515625,1152.530029296875,1120.72998046875,1136.489990234375,42269900
2025-03-21,1122.8699951171875,1154.4599609375,1110.0899658203125,1151.8299560546875,87294300
2025-03-24,1169.7099609375,1174.030029296875,1159.3699951171875,1168.2099609375,42486700
2025-03-25,1169.93994140625,1177.1400146484375,1161.52001953125,1169.27001953125,64749100
2025-03-26,1169.1800537109375,1171.31005859375,1150.0699462890625,1156.760009765625,40166100
2025-03-27,1147.030029296875,1164.2099609375,1132.8900146484375,1154.739990234375,39779600
2025-03-28,1151.0899658203125,1152.280029296875,1119.43994140625,1123.5,37685600
2025-03-31,1101.5400390625,1125.93994140625,1083.6400146484375,1120.6199951171875,48009300
2025-04-01,1116.989990234375,1132.760009765625,1096.969970703125,1131.6800537109375,43487600
2025-04-02,1116.780029296875,1154.469970703125,1116.780029296875,1144.530029296875,47411000
2025-04-03,1096.1400146484375,1101.2099609375,1069.3699951171875,1074.239990234375,64310400
2025-04-04,1031.719970703125,1052.719970703125,1011.6300048828124,1011.969970703125,78490900
2025-04-07,978.3599853515624,1053.6600341796875,957.739990234375,1012.4299926757812,77785400
2025-04-08,1054.81005859375,1064.1400146484375,983.6699829101562,998.47998046875,60310000
2025-04-09,994.969970703125,1128.5799560546875,994.4000244140624,1119.7099609375,92245300
2025-04-10,1095.7900390625,1106.9300537109375,1049.02001953125,1082.22998046875,54939800
2025-04-11,1080.8599853515625,1105.9300537109375,1062.969970703125,1100.1300048828125,38064300
2025-04-14,1124.47998046875,1124.47998046875,1094.3900146484375,1099.93994140625,31046500
2025-04-15,1106.9100341796875,1116.77001953125,1102.469970703125,1113.6199951171875,33494700
2025-04-16,1104.47998046875,1120.8199462890625,1085.219970703125,1098.6500244140625,43400000
2025-04-17,1110.6700439453125,1123.8399658203125,1102.8299560546875,1115.3599853515625,46460100
2025-04-21,1107.31005859375,1113.6800537109375,1066.43994140625,1084.3399658203125,43598100
2025-04-22,1095.469970703125,1123.6700439453125,1092.239990234375,1115.449951171875,38921300
2025-04-23,1148.8900146484375,1163.7900390625,1124.8499755859375,1130.5,50798500
2025-04-24,1129.9300537109375,1174.4000244140625,1129.1800537109375,1172.239990234375,40734300
2025-04-25,1174.3599853515625,1189.7099609375,1163.81005859375,1172.469970703125,37816100
2025-04-28,1178.469970703125,1187.8800048828125,1167.3499755859375,1182.5,33339500
2025-04-29,1178.77001953125,1196.449951171875,1177.0699462890625,1193.1600341796875,31736200
2025-04-30,1157.9200439453125,1218.1199951171875,1152.81005859375,1215.0799560546875,38578800
2025-05-01,1207.9100341796875,1231.93994140625,1203.550048828125,1217.9599609375,42465500
2025-05-02,1231.5699462890625,1253.4599609375,1230.1099853515625,1252.1099853515625,50485400
2025-05-05,1241.469970703125,1272.47998046875,1238.9000244140625,1259.1300048828125,54010200
2025-05-06,1244.969970703125,1263.510009765625,1244.969970703125,1253.699951171875,56006600
2025-05-07,1239.4000244140625,1257.239990234375,1218.449951171875,1246.199951171875,73667700
2025-05-08,1250.239990234375,1257.9000244140625,1237.489990234375,1241.1500244140625,57272800
2025-05-09,1238.0799560546875,1245.1500244140625,1223.1400146484375,1235.81005859375,142389400
2025-05-12,1272.969970703125,1293.780029296875,1247.6800537109375,1293.4000244140625,98374200
2025-05-13,1289.97998046875,1332.6300048828125,1283.1700439453125,1326.6600341796875,82684300
2025-05-14,1323.1400146484375,1328.3199462890625,1308.5799560546875,1313.5799560546875,65546700
2025-05-15,1309.56005859375,1319.0899658203125,1303.199951171875,1311.4000244140625,51037100
2025-05-16,1315.72998046875,1337.56005859375,1307.02001953125,1331.5,54140400
2025-05-19,1319.030029296875,1339.0699462890625,1313.1800537109375,1338.8399658203125,42855000
2025-05-20,1336.0,1338.77001953125,1311.449951171875,1321.1500244140625,58328600
2025-05-21,1308.5400390625,1310.219970703125,1285.9000244140625,1291.8199462890625,55366900
2025-05-22,1290.2099609375,1298.3800048828125,1285.8800048828125,1293.6300048828125,42458700
2025-05-23,1282.56005859375,1295.3199462890625,1275.9300537109375,1289.8699951171875,40749700
2025-05-27,1305.72998046875,1320.5400390625,1299.25,1315.0,49843200
2025-05-28,1316.5699462890625,1321.1300048828125,1311.9599609375,1311.9599609375,44392300
2025-05-29,1310.550048828125,1310.739990234375,1278.530029296875,1289.449951171875,70769100
2025-05-30,1287.31005859375,1292.6199951171875,1276.7099609375,1291.72998046875,60878300
2025-06-02,1290.3199462890625,1292.5999755859375,1275.4200439453125,1291.739990234375,41556500
2025-06-03,1286.1700439453125,1296.0400390625,1277.8399658203125,1284.300048828125,49764000
2025-06-04,1286.3299560546875,1301.739990234375,1285.72998046875,1298.2099609375,41965800
2025-06-05,1301.4100341796875,1321.8800048828125,1299.6700439453125,1313.5,66213500
2025-06-06,1327.1099853515625,1334.3499755859375,1319.760009765625,1329.2099609375,50169100
2025-06-09,1333.4599609375,1340.8299560546875,1327.68994140625,1329.6099853515625,48544400
2025-06-10,1335.989990234375,1337.4000244140625,1313.280029296875,1319.1099853515625,45679100
2025-06-11,1328.5699462890625,1328.5699462890625,1304.8399658203125,1316.260009765625,36429000
2025-06-12,1311.010009765625,1316.300048828125,1306.18994140625,1310.510009765625,35361800
2025-06-13,1288.02001953125,1296.530029296875,1270.25,1277.2099609375,41539700
