Date,Open,High,Low,Close,Volume
2026-06-09,134.6699981689453,137.3699951171875,133.5399932861328,135.8699951171875,52560980
2026-06-12,138.35000610351562,141.1999969482422,138.14999389648438,141.0800018310547,38865369
2026-06-18,134.3800048828125,134.64999389648438,131.58999633789062,131.67999267578125,93748428
2026-07-02,124.08999633789062,125.5500030517578,119.08999633789062,123.12999725341795,128571231
2026-08-06,140.36000061035156,141.85000610351562,138.8300018310547,141.85000610351562,44770558
2026-08-26,154.14999389648438,155.6699981689453,153.85000610351562,154.77999877929688,26369500
2026-08-27,152.57000732421875,153.0800018310547,151.25,152.14999389648438,26092788
2026-08-28,153.0399932861328,155.72999572753906,152.86000061035156,155.6199951171875,22673145
2026-08-31,155.0500030517578,156.99000549316406,154.72000122070312,154.89999389648438,37384670
2026-09-04,156.14999389648438,156.83999633789062,153.52000427246094,153.63999938964844,26142484
2026-09-14,157.8300018310547,159.22999572753906,156.47999572753906,158.61000061035156,38341449
2026-09-21,153.33999633789062,154.36000061035156,151.52000427246094,152.25999450683594,34545853
2026-09-23,150.35000610351562,153.07000732421875,149.2100067138672,151.3699951171875,43012447
