Date,Open,High,Low,Close,Volume
2026-06-09,8718.900390625,8872.150390625,8442.990234375,8719.2099609375,24153298
2026-06-12,8621.1201171875,8713.1103515625,8580.48046875,8675.3701171875,21443103
2026-06-18,9022.1201171875,9299.330078125,9022.1201171875,9190.2900390625,35223746
2026-07-02,9309.25,9359.5703125,8964.73046875,9074.9404296875,32678866
2026-08-06,8717.169921875,8771.48046875,8633.5,8634.2099609375,25537504
2026-08-26,8370.4697265625,8480.259765625,8370.4697265625,8439.490234375,21382102
2026-08-27,8475.76953125,8477.1904296875,8281.51953125,8352.0302734375,20985770
2026-08-28,8381.330078125,8412.7197265625,8203.9697265625,8259.4501953125,20252237
2026-08-31,8264.6201171875,8343.4599609375,8231.58984375,8295.990234375,117216266
